,0
symbol,SBE
price,16.24
beta,0.0
volAvg,2231344
mktCap,637658690
lastDiv,0.0
range,9.38-18.0
changes,-0.13
companyName,Switchback Energy Acquisition Corporation
currency,USD
cik,0001777393
isin,
cusip,
exchange,NYSE
exchangeShortName,NYSE
industry,Shell Companies
website,http://www.switchback-energy.com
description,
ceo,Mr. Scott K. McNeill
sector,Financial Services
country,United States
fullTimeEmployees,
phone,214 368 0821
address,5949 Sherry Lane
city,Dallas
state,TX
zip,75225
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/SBE.jpg
ipoDate,
defaultImage,True
