,0
symbol,VICR
price,78.27
beta,0.91867
volAvg,172938
mktCap,3387157500
lastDiv,0.0
range,30.42-90.88
changes,0.85
companyName,Vicor Corp
currency,USD
cik,0000751978
isin,US9258151029
cusip,925815102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Electronic Components
website,http://www.vicorpower.com/
description,"Vicor Corp. engages in the design, development, manufacture, and marketing of modular power components. The company is headquartered in Andover, Massachusetts and currently employs 976 full-time employees. The firm's segments include Brick Business Unit (BBU), VI Chip and Picor. The BBU segment designs, develops, manufactures and markets modular direct current-direct current converters and configurable products, and also includes the entities comprising Vicor Custom Power, and the BBU operations of Vicor Japan Company, Ltd. (VJCL). The VI Chip segment includes VI Chip Corporation, which designs, develops, manufactures and markets advanced power component products. The VI Chip segment also includes the VI Chip business conducted through VJCL. The Picor segment includes Picor Corporation (Picor), which designs, develops, manufactures and markets integrated circuits and related products for use in a range of power management and power system applications."
ceo,Dr. Patrizio Vinciarelli
sector,Technology
country,US
fullTimeEmployees,993
phone,19784702900
address,25 Frontage Rd
city,Andover
state,MASSACHUSETTS
zip,01810
dcfDiff,
dcf,82.5815
image,https://financialmodelingprep.com/image-stock/VICR.png
ipoDate,1952-01-16
defaultImage,False
