,0
symbol,MTDR
price,7.945
beta,4.85824
volAvg,2952952
mktCap,928270020
lastDiv,0.0
range,1.11-19.83
changes,0.355
companyName,Matador Resources Co
currency,USD
cik,0001520006
isin,US5764852050
cusip,576485205
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas E&P
website,http://www.matadorresources.com
description,"Matador Resources Co. is a holding company engages in the exploration, development, production, and acquisition of oil and natural gas resources. The company is headquartered in Dallas, Texas and currently employs 264 full-time employees. The firm's segments include exploration and production, and midstream. The firm's operations are focused primarily on the oil and liquids-rich portion of the Wolfcamp and Bone Spring plays in the Delaware Basin in Southeast New Mexico and West Texas. The firm also operates in the Eagle Ford shale play in South Texas and the Haynesville shale and Cotton Valley plays in Northwest Louisiana and East Texas. Additionally, the Company conducts midstream operations primarily, as of February 17, 2017, through its midstream joint venture, San Mateo Midstream, LLC (San Mateo or the Joint Venture)."
ceo,Mr. Joseph Foran
sector,Energy
country,US
fullTimeEmployees,304
phone,19723715200
address,5400 Lyndon B Johnson Fwy Ste 1500
city,Dallas
state,TEXAS
zip,75240
dcfDiff,73.18
dcf,8.7319
image,https://financialmodelingprep.com/image-stock/MTDR.png
ipoDate,2012-02-02
defaultImage,False
