,0
symbol,ATLO
price,19.97
beta,0.73472
volAvg,18543
mktCap,182181312
lastDiv,0.99
range,16.53-28.69
changes,-0.55
companyName,Ames National Corp
currency,USD
cik,0001132651
isin,US0310011004
cusip,031001100
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.amesnational.com/
description,"Ames National Corp. operates as a bank holding company. The company is headquartered in Ames, Iowa and currently employs 231 full-time employees. The firm operates through banking segment. The firm owns banking subsidiaries, including First National Bank, Ames; Boone Bank & Trust Co., Boone; Iowa State Savings Bank, Creston; State Bank & Trust Co., Nevada; Reliance State Bank, Story City; and United Bank & Trust, Marshalltown. All of its operations are conducted in the State of Iowa and primarily within the central and north central Iowa counties of Boone, Hancock, Marshall, Polk and Story where the Company's banking subsidiaries are located. The Banks offer a range of deposit services, including checking accounts, savings accounts and time deposits of various types, ranging from money market accounts to longer-term certificates of deposit. The Banks also offer retirement accounts, such as individual retirement accounts (IRAs). The company provides financial products, such as Internet banking and trust services for customers and communities."
ceo,Mr. John Nelson
sector,Financial Services
country,US
fullTimeEmployees,266
phone,15152326251
address,PO Box 846
city,Ames
state,IOWA
zip,50010
dcfDiff,-27.45
dcf,23.0176
image,https://financialmodelingprep.com/image-stock/ATLO.png
ipoDate,2000-03-13
defaultImage,False
