,0
symbol,MVT
price,14.49
beta,0.23237
volAvg,29049
mktCap,309215136
lastDiv,0.6755000000000001
range,9.63-15.49
changes,0.0885
companyName,BlackRock MuniVest Fund II Inc
currency,USD
cik,
isin,US09253T1016
cusip,09253T101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.blackrock.com/investing/products/240207/blackrock-munivest-fund-ii-inc-usd-fund
description,"BlackRock MuniVest Fund II, Inc. (the Fund) is a closed-end management investment company. The Fund focuses on investing at least 80% of its assets in municipal bonds exempt from United States (U.S.) federal income taxes. The Fund invests, under normal market conditions, at least 75% of its assets in municipal bonds that are rated investment grade or, if unrated, are deemed to be of comparable quality by the investment adviser at the time of investment and invests primarily in long-term municipal bonds with a maturity of more than ten years at the time of investment. The Fund may invest directly in such securities or synthetically through the use of derivatives. It invests in various sectors, such as transportation, utilities, health, state, tobacco, education and housing. The Fund’s investment advisor is BlackRock Advisors, LLC."
ceo,Mr. John Perlowski
sector,Financial Services
country,US
fullTimeEmployees,
phone,18004417762
address,100 Bellevue Pkwy
city,Wilmington
state,DELAWARE
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/MVT.png
ipoDate,1993-04-12
defaultImage,False
