,0
symbol,JHG
price,26.66
beta,1.49127
volAvg,1404381
mktCap,4836283900
lastDiv,1.7999999999999998
range,11.81-28.75
changes,0.48
companyName,Janus Henderson Group PLC
currency,USD
cik,0001274173
isin,JE00BYPZJM29
cusip,G4474Y214
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.janushenderson.com/
description,"Janus Henderson Group Plc is a holding company, which engages in the provision of asset management services. The firm specializes in active investment across all asset classes. The company operates through the investment management business segment. The company manages a broad range of investment products for institutional and retail investors across five capabilities: Equities, Quantitative Equities, Fixed Income, Multi-Asset and Alternatives. The company operates across various product lines, distribution channels and geographic regions. Its regional focus includes United States, Europe, Asia and Australia."
ceo,Mr. Richard Weil
sector,Financial Services
country,GB
fullTimeEmployees,2300
phone,442078181818
address,201 Bishopsgate
city,LONDON
state,
zip,EC2M 3AE
dcfDiff,
dcf,27.2419
image,https://financialmodelingprep.com/image-stock/JHG.jpg
ipoDate,2017-05-30
defaultImage,True
