,0
symbol,SFM
price,20.425
beta,0.15767
volAvg,2267892
mktCap,2409128700
lastDiv,0.0
range,13.0-28.0
changes,0.195
companyName,Sprouts Farmers Market Inc
currency,USD
cik,0001575515
isin,US85208M1027
cusip,85208M102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Grocery Stores
website,https://www.sprouts.com/
description,"Sprouts Farmers Markets, Inc. engages in operating healthy grocery stores. The company is headquartered in Phoenix, Arizona and currently employs 30,000 full-time employees. The firm operates as a grocery store that offers fresh, natural and organic food that includes fresh produce, bulk foods, vitamins and supplements, packaged groceries, meat and seafood, deli, baked goods, dairy products, frozen foods, body care and natural household items catering to consumers' interest in health and wellness. As of February 23, 2017, the Company operated 256 stores in 14 states. The firm categorizes the varieties of products it sells as perishable and non-perishable. The perishable product categories include produce, meat, seafood, deli and bakery. Its non-perishable product categories include grocery, vitamins and supplements, bulk items, dairy and dairy alternatives, frozen foods, beer and wine, and natural health and body care."
ceo,Mr. Jack Sinclair
sector,Consumer Defensive
country,US
fullTimeEmployees,30000
phone,14808148016
address,5455 E High St Ste 111
city,Phoenix
state,ARIZONA
zip,85054
dcfDiff,176.58
dcf,21.4222
image,https://financialmodelingprep.com/image-stock/SFM.png
ipoDate,2013-08-01
defaultImage,False
