,0
symbol,EDNT
price,1.82
beta,0.0
volAvg,172507
mktCap,25341134
lastDiv,0.0
range,1.32-5.2
changes,0.08
companyName,Edison Nation Inc
currency,USD
cik,0001717556
isin,US28103E1064
cusip,28103E106
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Leisure
website,https://www.xspandproductslab.com/
description,"Edison Nation, Inc. offers innovation sourcing, product design, sales, manufacturing, and fulfillment services. The company is headquartered in Bethlehem, Pennsylvania. The Company, through its subsidiaries, S.R.M. Entertainment Limited (SRM) and Ferguson Containers, Inc. (Fergco) is design, manufacture and sale of a variety of toy and packaging materials products to retailers or direct to consumers via e-commerce and industrial and pharmaceutical companies in North America, Asia and Europe. The firm operates through two segments: SRM and Fergco. Its products include harry potter sorting hat, harry potter wand, pluto popcorn bucket, mickey mouse light chaser, hyperlight santa blocks, transformers vanquish, star wars bb8 droid spin top, boba fett blaster, star wars force push, and avatar glow spear."
ceo,Mr. Christopher Ferguson
sector,Consumer Cyclical
country,US
fullTimeEmployees,
phone,14848930060
address,"1 WEST BROAD STREET, SUITE 1004"
city,Bethlehem
state,PENNSYLVANIA
zip,18018
dcfDiff,
dcf,1.79849
image,https://financialmodelingprep.com/image-stock/EDNT.png
ipoDate,2018-05-01
defaultImage,False
