,0
symbol,HRL
price,51.61
beta,-0.05585
volAvg,1641346
mktCap,27849168900
lastDiv,0.9305000000000001
range,39.01-52.97
changes,-0.11
companyName,Hormel Foods Corp
currency,USD
cik,0000048465
isin,US4404521001
cusip,440452100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Packaged Foods
website,https://www.hormelfoods.com/
description,"Hormel Foods Corp. engages in the production of meat and food products. The company is headquartered in Austin, Minnesota and currently employs 18,800 full-time employees. The firm operates through four segments: Grocery Products, which is engaged in the processing, marketing and sale of shelf-stable food products sold for the retail market and health and also consists of nutrition products, including Muscle Milk protein products. ; Refrigerated Foods, which consists of the processing, marketing and sale of branded and unbranded pork, beef, chicken and turkey products for retail, foodservice and fresh product customers; Jennie-O Turkey Store (JOTS), which consists of the processing, marketing and sale of branded and unbranded turkey products for retail, foodservice and fresh product customers; and International & Other, which includes Hormel Foods International Corporation, which manufactures, markets and sells the Company products internationally."
ceo,Mr. James Snee
sector,Consumer Defensive
country,US
fullTimeEmployees,18700
phone,15074375611
address,1 Hormel Pl
city,Austin
state,MINNESOTA
zip,55912
dcfDiff,-823.67
dcf,50.5042
image,https://financialmodelingprep.com/image-stock/HRL.png
ipoDate,1990-01-16
defaultImage,False
