,0
symbol,CLX
price,207.53
beta,0.238
volAvg,1484861
mktCap,26159157200
lastDiv,4.34
range,144.31-239.87
changes,4.94
companyName,Clorox Co
currency,USD
cik,0000021076
isin,US1890541097
cusip,189054109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Household & Personal Products
website,https://www.thecloroxcompany.com/
description,"The Clorox Co. engages in the manufacture and marketing of consumer and professional products. The company is headquartered in Oakland, California and currently employs 8,800 full-time employees. The firm sells its products primarily through mass retail outlets, e-commerce channels, wholesale distributors and medical supply distributors. The firm operates through four segments: Cleaning, Household, Lifestyle and International. Its Cleaning segment consists of laundry, home care and professional products marketed and sold in the United States. Its Household segment consists of charcoal, cat litter and plastic bags, wraps and container products marketed and sold in the United States. Its Lifestyle segment consists of food products, water-filtration systems and filters, and natural personal care products marketed and sold in the United States. Its International segment consists of products sold outside the United States. The company markets some of the consumer brand names, such as namesake bleach and cleaning products, Pine-Sol cleaners, Liquid-Plumr clog removers and Kingsford charcoal."
ceo,Mr. Benno Dorer
sector,Consumer Defensive
country,US
fullTimeEmployees,8800
phone,15102717000
address,1221 Broadway
city,Oakland
state,CALIFORNIA
zip,94612
dcfDiff,524.33
dcf,218.172
image,https://financialmodelingprep.com/image-stock/CLX.png
ipoDate,1968-08-01
defaultImage,False
