,0
symbol,CMD
price,53.37
beta,1.42969
volAvg,361220
mktCap,2250212610
lastDiv,0.105
range,20.81-79.5
changes,-1.13
companyName,Cantel Medical Corp
currency,USD
cik,0000019446
isin,US1380981084
cusip,138098108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Medical Instruments & Supplies
website,http://www.cantelmedical.com/
description,"Cantel Medical Corp. engages in the development and manufacture of infection prevention products and services in the healthcare market. The company is headquartered in Little Falls, New Jersey and currently employs 2,775 full-time employees. The firm's operating segments include Endoscopy; Water Purification and Filtration; Healthcare Disposables, and Dialysis. Its Endoscopy segment includes medical device reprocessing systems, disinfectants, detergents and other supplies. The firm's Water Purification and Filtration segment includes water purification equipment and services, filtration and separation products, and disinfectant, sterilization and decontamination products and services. Its Healthcare Disposables segment includes single-use, infection prevention and control healthcare products. The firm's Dialysis segment includes medical device reprocessing systems, sterilants/disinfectants, dialysate concentrates and other supplies for renal dialysis. The firm offers a range of filters utilizing hollow fiber membrane technology."
ceo,Mr. George Fotiades
sector,Healthcare
country,US
fullTimeEmployees,2775
phone,19738907220
address,150 Clove Rd
city,Little Falls
state,NEW JERSEY
zip,07424
dcfDiff,-11.81
dcf,48.9865
image,https://financialmodelingprep.com/image-stock/CMD.png
ipoDate,1980-03-24
defaultImage,False
