,0
symbol,BJ
price,40.43
beta,0.0
volAvg,2268476
mktCap,5577035800
lastDiv,0.0
range,18.84-47.46
changes,0.51
companyName,BJ's Wholesale Club Holdings Inc
currency,USD
cik,0001531152
isin,US05550J1016
cusip,05550J101
exchange,NYSE
exchangeShortName,NYSE
industry,Discount Stores
website,https://www.bjs.com/
description,"BJ's Wholesale Club Holdings, Inc. engages in the operation of warehouse club through its subsidiary, BJ's Wholesale Club, Inc.. The company is headquartered in Westborough, Massachusetts and currently employs 26,383 full-time employees. The firm provides a one-stop shopping destination filled with brands, including its exclusive Wellsley Farms and Berkley Jensen brands, along with USDA Choice meats, and delicious organics, many in supermarket sizes. The firm operates 215 clubs and 134 BJ's Gas locations in 16 states. The firm offers two base types of memberships Inner Circle memberships and business memberships. The firm also offers its co-branded My BJ’s Perks, and Mastercard program. The Company’s products are sold under Wellsley Farms and Berkley Jensen brands."
ceo,Mr. Lee Delaney
sector,Consumer Defensive
country,US
fullTimeEmployees,27231
phone,17745127400
address,25 Research Dr
city,Westborough
state,MASSACHUSETTS
zip,01581
dcfDiff,
dcf,41.8371
image,https://financialmodelingprep.com/image-stock/BJ.png
ipoDate,2018-06-28
defaultImage,False
