,0
symbol,NVG
price,15.95
beta,0.19276
volAvg,320415
mktCap,3403267580
lastDiv,0.8965000000000002
range,11.55-17.15
changes,-0.01
companyName,Nuveen AMT-Free Municipal Credit Income Fund
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.nuveen.com/closed-end-funds/nvg-nuveen-amt-free-municipal-credit-income-fund
description,"Nuveen Amt-Free Municipal Credit Income Fund is a diversified closed-end management investment company. The Fund's investment objectives are to provide current income exempt from regular federal income tax and to enhance portfolio value relative to the municipal bond market by investing in tax-exempt municipal bonds that the fund's investment adviser believes are underrated or undervalued or that represent municipal market sectors that are undervalued. The Fund invests in municipal securities that are exempt from federal income taxes. The Fund may invest up to 55% of its managed assets in municipal securities rated at the time of investment Baa/BBB and below or judged by the manager to be of comparable quality. It invests in a range of sectors, including healthcare, transportation, education and civic organizations, utilities, water and sewer, consumer staples and industrials. The Fund's investment adviser is Nuveen Fund Advisors, LLC."
ceo,Cedric H. Antosiewicz
sector,Financial Services
country,US
fullTimeEmployees,
phone,13129178146
address,333 W Wacker Dr
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/NVG.jpg
ipoDate,2002-03-25
defaultImage,True
