,0
symbol,RYAM
price,4.465
beta,3.54395
volAvg,535946
mktCap,282835424
lastDiv,0.0
range,0.9-4.87
changes,0.165
companyName,Rayonier Advanced Materials Inc
currency,USD
cik,0001597672
isin,US75508B1044
cusip,75508B104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Chemicals
website,http://rayonieram.com/
description,"Rayonier Advanced Materials, Inc. engages in the production and sale of cellulose products, which is a natural polymer commonly used in the production of cell phone and computer screens, filters, and pharmaceuticals. The company is headquartered in Jacksonville, Florida and currently employs 4,200 full-time employees. The firm's product lines include cellulose specialties and commodity products. Its products are used in manufacturing processes. The firm's products are sold throughout the world to companies for use in various industrial applications, and to produce a range of products, including cigarette filters, foods, pharmaceuticals, textiles and electronics. The firm focuses on producing various forms of cellulose specialties products, such as cellulose acetate and cellulose ethers. The firm's production facilities are located in Jesup, Georgia and Fernandina Beach, Florida. The Jesup plant can produce cellulose specialties or commodity products using both hardwood and softwood in a pre-hydrolyzed kraft or high potential of hydrogen (pH) cooking process. The Fernandina Beach plant can produce cellulose specialties or commodity products using softwood in a sulfite or low pH cooking process."
ceo,Mr. Paul Boynton
sector,Basic Materials
country,US
fullTimeEmployees,4000
phone,19043574600
address,1301 Riverplace Blvd Ste 2300
city,Jacksonville
state,FLORIDA
zip,32207
dcfDiff,
dcf,5.81452
image,https://financialmodelingprep.com/image-stock/RYAM.png
ipoDate,2014-06-16
defaultImage,False
