,0
symbol,LYL
price,3.62
beta,0.45
volAvg,1476047
mktCap,41345468
lastDiv,0.0
range,0.85-4.92
changes,0.41
companyName,Dragon Victory International Ltd
currency,USD
cik,0001682241
isin,KYG283651076
cusip,G28365107
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Credit Services
website,http://www.dvintinc.com/
description,"Dragon Victory International Ltd. is a holding company, which engages in the development of reward-based crowdfunding platform. The company is headquartered in Hangzhou, Zhejiang and currently employs 40 full-time employees. The firm offers reward-based crowdfunding opportunities in the People's Republic of China (PRC) to entrepreneurs and funding sources. The firm operates through three segments: crowdfunding platform service, incubation services and financial services. The firm offers an online crowdfunding platform, 5etou. The 5etou platform enables projects searching for funding to connect with funding sources. Its platform enables projects to access to initial seed money and to establish a track record in product/service development and operation history. For a reward-based crowdfunding project, the participant uses its platform to review opportunities that are available on its platform and to consider whether the participant wants to make a payment to one or more of the projects, which then raise funds through its platform. In exchange for the payment, the participant receives a reward."
ceo,Mr. Limin Liu
sector,Financial Services
country,CN
fullTimeEmployees,40
phone,8657182213772
address,"Suite 2001 Phoenix Center, No. 28 Qiutao Road, Shangcheng District"
city,Hangzhou
state,ZHEJIANG
zip,
dcfDiff,
dcf,4.22302
image,https://financialmodelingprep.com/image-stock/LYL.jpg
ipoDate,2017-10-20
defaultImage,True
