,0
symbol,FFIN
price,32.6401
beta,1.02004
volAvg,403378
mktCap,4638615000
lastDiv,0.5
range,20.7-36.45
changes,0.4301
companyName,First Financial Bankshares Inc
currency,USD
cik,0000036029
isin,US32020R1095
cusip,32020R109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.ffin.com/
description,"First Financial Bankshares, Inc. is a bank holding company, which engages in the provision of financial and community banking services. The company is headquartered in Abilene, Texas and currently employs 1,350 full-time employees. The Company, through its subsidiaries, conducts commercial banking business. The firm's subsidiaries include First Financial Bank, National Association, Abilene, Texas; First Technology Services, Inc., Abilene, Texas; First Financial Trust & Asset Management Company, National Association, Abilene, Texas; First Financial Investments, Inc., Abilene, Texas, First Financial Insurance Agency, Inc., Abilene, Texas, Commercial Bancshares, Inc., and Commercial State Bank, Kingwood, Texas. Its loan portfolio consists of loans made to businesses, professionals, individuals, and farm and ranch operations located in the primary trade areas served by its subsidiary bank. Its securities available-for-sale include the United States Treasury securities, Obligations of the United States Government sponsored enterprises and agencies and Obligations of states and political subdivisions."
ceo,Mr. F. Scott Dueser
sector,Financial Services
country,US
fullTimeEmployees,1345
phone,13256277155
address,"400 Pine St, PO Box 701"
city,Abilene
state,TEXAS
zip,79601
dcfDiff,
dcf,32.2227
image,https://financialmodelingprep.com/image-stock/FFIN.png
ipoDate,1993-11-01
defaultImage,False
