,0
symbol,SBGI
price,23.06
beta,1.24278
volAvg,1076503
mktCap,1705992580
lastDiv,0.8
range,10.58-38.44
changes,1.55
companyName,Sinclair Broadcast Group Inc
currency,USD
cik,0000912752
isin,US8292261091
cusip,829226109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Broadcasting
website,http://sbgi.net/
description,"Sinclair Broadcast Group, Inc. is a television broadcasting company, which engages in the provision of content on local television stations and digital and other platforms. The company is headquartered in Hunt Valley, Maryland and currently employs 9,000 full-time employees. The firm focuses on providing content on its local television stations and digital platforms. The Company’s segments are broadcast, other and corporate. The Broadcast segment consists of its broadcast television stations. The content distributed through its broadcast platform consists of programming provided by third-party networks and syndicators, local news, it owns networks, and other original programming produced by it. The company also owns digital and Internet media products that are complementary to its portfolio of television station related digital properties. The company focuses on offering marketing solutions to advertisers. Its other business consists of original networks and content, digital and Internet solutions, technical services and other non-media investments."
ceo,Mr. Christopher Ripley
sector,Communication Services
country,US
fullTimeEmployees,11800
phone,14105681500
address,10706 Beaver Dam Rd
city,Hunt Valley
state,MARYLAND
zip,21030
dcfDiff,
dcf,33.5249
image,https://financialmodelingprep.com/image-stock/SBGI.png
ipoDate,1995-06-06
defaultImage,False
