,0
symbol,TZACU
price,10.44
beta,0.0
volAvg,0
mktCap,26638286
lastDiv,0.0
range,10.2-11.05
changes,0.0
companyName,Tenzing Acquisition Corp.
currency,USD
cik,
isin,
cusip,
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,
ceo,Mr. Rahul Nayar
sector,Financial Services
country,United States
fullTimeEmployees,
phone,212 710 5220
address,250 West 55th Street
city,New York
state,NY
zip,10019
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/TZACU.jpg
ipoDate,
defaultImage,True
