,0
symbol,CTIB
price,1.77
beta,0.82436
volAvg,385964
mktCap,8440121
lastDiv,0.0
range,0.4-8.37
changes,0.0
companyName,Yunhong CTI Ltd
currency,USD
cik,0001042187
isin,US98873Q1004
cusip,98873Q100
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Specialty Retail
website,http://ctiindustries.com/
description,"Yunhong CTI Ltd., formerly CTI Industries Corporation, develops, produces and distributes various consumer products and sells these products throughout the United States and in over 35 other countries. The Company designs, manufactures and distributes film products. It is a developer of products, which employ flexible films, including balloons, pouches and rolls of film for vacuum sealing and storage of products in the home and films for commercial packaging applications. Its principal lines of products include Novelty Products, consisting of foil and latex balloons and other inflatable toy items, and also Candy Blossoms (small containers of arranged candy items, including a small inflated balloon); Vacuum Sealing Containers and Sealing Devices, which are for home and consumer use to vacuum seal, store and preserve food and personal items, and Flexible Films, for food and other commercial and packaging applications."
ceo,Mr. Frank Cesario
sector,Consumer Cyclical
country,US
fullTimeEmployees,105
phone,18473821000
address,22160 N Pepper Rd
city,Barrington
state,ILLINOIS
zip,60010
dcfDiff,
dcf,2.11031
image,https://financialmodelingprep.com/image-stock/CTIB.png
ipoDate,1997-11-05
defaultImage,False
