,0
symbol,TPZ
price,8.955
beta,1.75052
volAvg,30510
mktCap,62249160
lastDiv,1.125
range,3.77-17.53
changes,0.115
companyName,Tortoise Power and Energy Infrastructure Fund Inc
currency,USD
cik,
isin,US89147X1046
cusip,89147X104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://closedendfunds.tortoiseadvisors.com/tpz/overview/
description,"Tortoise Power and Energy Infrastructure Fund, Inc. (the Fund) is a non-diversified, closed-end management investment company. The Fund's primary investment objective is to provide a high level of current income. The Fund's secondary objective is capital appreciation. It seeks to invest primarily in fixed income and dividend-paying equity securities of power and energy infrastructure companies. The securities in which it will invest include income-producing fixed income and equity securities. Under normal circumstances, the Fund will invest a minimum of approximately 51% of its total assets in fixed income securities. The Fund may invest up to 10% of its total assets in securities issued by the non-United States issuers (including Canadian issuers). Its investment advisor is Tortoise Capital Advisors, L.L.C."
ceo,P. Bradley Adams
sector,Financial Services
country,US
fullTimeEmployees,
phone,19139811020
address,5100 W. 115TH PLACE
city,Leawood
state,KANSAS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/TPZ.jpg
ipoDate,2009-07-29
defaultImage,True
