,0
symbol,CWEN
price,30.31
beta,1.173693
volAvg,663567
mktCap,5910843900
lastDiv,0.933
range,16.12-32.79
changes,0.44
companyName,"Clearway Energy, Inc."
currency,USD
cik,0001567683
isin,
cusip,
exchange,NYSE
exchangeShortName,NYSE
industry,Utilities Renewable
website,http://investor.clearwayenergy.com
description,
ceo,Mr. Christopher S. Sotos
sector,Utilities
country,United States
fullTimeEmployees,307
phone,609-608-1525
address,300 Carnegie Center
city,Princeton
state,NJ
zip,08540
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/CWEN.jpg
ipoDate,
defaultImage,True
