,0
symbol,QTWO
price,104.13
beta,1.66579
volAvg,387986
mktCap,5610857500
lastDiv,0.0
range,47.17-109.27
changes,-0.87
companyName,Q2 Holdings Inc
currency,USD
cik,0001410384
isin,US74736L1098
cusip,74736L109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Software Application
website,http://investors.q2ebanking.com/
description,"Q2 Holdings, Inc. engages in the provision of digital banking solutions. The company is headquartered in Austin, Texas and currently employs 1,190 full-time employees. The firm enables regional and community financial institutions (RCFIs), to deliver a suite of integrated digital banking services. The firm's solutions all operate on a common platform that supports the delivery of unified digital banking services across online, mobile and voice channels. Its platform provides a single point of management enabling RCFIs to deliver targeted experiences, including tailored rights, features and branding to account holders. Its cloud-based solutions and common platform provide its RCFI customers with a view of account holder access and activity across devices and channels. Its solutions include Q2online, Q2 Risk & Fraud Analytics, Q2 Corporate, Q2 SMART, Q2mobility Application, Q2mobile Remote Deposit Capture, Q2text, Q2themes, Q2clarity, Centrix Dispute Tracking System (DTS), Centrix Payments I.Q. System (PIQS), and Centrix Exact/Transaction Management System (Exact/TMS)."
ceo,Mr. Matthew Flake
sector,Technology
country,US
fullTimeEmployees,1574
phone,15122750072
address,13785 N Highway 183 Ste 150
city,Austin
state,TEXAS
zip,78750
dcfDiff,-89.37
dcf,97.0566
image,https://financialmodelingprep.com/image-stock/QTWO.png
ipoDate,2014-03-20
defaultImage,False
