,0
symbol,SNDR
price,21.77
beta,1.08987
volAvg,550638
mktCap,3860713470
lastDiv,2.255
range,15.36-28.13
changes,0.4
companyName,Schneider National Inc
currency,USD
cik,0001692063
isin,US80689H1023
cusip,80689H102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Trucking
website,https://schneider.com/
description,"Schneider National Inc. provides transportation and logistics services. The company is headquartered in Green Bay, Wisconsin and currently employs 19,400 full-time employees. The firm's transportation solutions include one-way, intermodal, dedicated, bulk, transport management, trans loading services, international services and Schneider payment services. Its supply chain management and consulting services include logistics solution design, global supply chain services, enterprise and market entry assistance, and sourcing and compliance. Schneider Logistics is the subsidiary of the Company, which provides supply chain management technology, managed services, engineering services and freight payment. The firm operates approximately 10,000 tractors, around 28,800 trailers and around 14,300 containers. The company has operations in around 36 locations in Canada, the United States and Mexico."
ceo,Mr. Mark Rourke
sector,Industrials
country,US
fullTimeEmployees,15650
phone,19205922000
address,3101 Packerland Dr
city,Green Bay
state,WISCONSIN
zip,54313
dcfDiff,18.45
dcf,26.7311
image,https://financialmodelingprep.com/image-stock/SNDR.png
ipoDate,2017-04-06
defaultImage,False
