,0
symbol,GLT
price,14.63
beta,1.52176
volAvg,181555
mktCap,649100930
lastDiv,0.53
range,9.44-18.99
changes,0.25
companyName,P H Glatfelter Co
currency,USD
cik,0000041719
isin,US3773161043
cusip,377316104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Paper & Paper Products
website,https://www.glatfelter.com/
description,"P.H.Glatfelter Co. is engaged in the manufacture of papers and fiber-based engineered materials. The company is headquartered in York, Pennsylvania and currently employs 2,600 full-time employees. The firm operates through two business units: Composite Fibers and Advanced Airlaid Materials. Its Composite Fibers business unit is engaged in the sale of single-serve tea and coffee filtration papers, non-woven wallcovering materials, metallized papers, composite laminates papers, and various technically special papers, including substrates for electrical applications. Its Advanced Airlaid Materials is engaged in the sale of airlaid non-woven fabric-like materials used in feminine hygiene and adult incontinence products, wipes and other airlaid applications. The firm owns and operates manufacturing facilities located in Pennsylvania, Ohio, Canada, Germany, the United Kingdom, France and the Philippines."
ceo,Mr. Dante Parrini
sector,Basic Materials
country,US
fullTimeEmployees,2557
phone,17172252709
address,96 S George St Ste 500
city,York
state,PENNSYLVANIA
zip,17401
dcfDiff,
dcf,17.5296
image,https://financialmodelingprep.com/image-stock/GLT.jpg
ipoDate,1981-05-22
defaultImage,True
