,0
symbol,CHCT
price,47.16
beta,0.50832
volAvg,100176
mktCap,1104958850
lastDiv,2.0999999999999996
range,20.118-52.329
changes,-1.32
companyName,Community Healthcare Trust Inc
currency,USD
cik,0001631569
isin,US20369C1062
cusip,20369C106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Healthcare Facilities
website,http://www.communityhealthcaretrust.com/
description,"Community Healthcare Trust, Inc. engages in the acquisition of real estate properties that are leased to hospitals, doctors, healthcare systems, and other healthcare services providers. The company is headquartered in Franklin, Tennessee and currently employs 16 full-time employees. The firm owns and acquires, or finances, real estate properties that are leased to hospitals, doctors, healthcare systems or other healthcare service providers in non-urban markets. The company has investments in healthcare real estate, including mortgage and other loans. The firm's medical office buildings are located in areas, such as, Florida, Georgia, Illinois, Kentucky, Ohio and Texas. Its physician clinics are located in Alabama, Florida, Kansas, Pennsylvania and Wisconsin. Its surgical centers and hospitals are located in areas, such as Louisiana, Michigan and Arizona. Its behavioral facilities are located in Indiana and Illinois. Its specialty centers are located in Texas, Colorado and Alabama, among others. As of December 31, 2016, the Company had interests in 57 real estate properties and one mortgage note, located in 22 states, totaling over 1.33 million square feet in the aggregate."
ceo,Mr. Timothy Wallace
sector,Real Estate
country,US
fullTimeEmployees,25
phone,16157713052
address,3326 Aspen Grove Dr Ste 150
city,Franklin
state,TENNESSEE
zip,37067
dcfDiff,
dcf,47.8126
image,https://financialmodelingprep.com/image-stock/CHCT.png
ipoDate,2015-05-21
defaultImage,False
