,0
symbol,KINS
price,6.12
beta,0.91986
volAvg,19029
mktCap,65332224
lastDiv,0.20600000000000002
range,3.87-8.71
changes,-0.01
companyName,Kingstone Companies Inc
currency,USD
cik,0000033992
isin,US4967191051
cusip,496719105
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Insurance Property & Casualty
website,http://www.kingstonecompanies.com/
description,"Kingstone Cos., Inc. operates as a holding company, which engages in the provision of property and casualty insurance policies to individuals and small businesses through its wholly owned subsidiary, Kingstone Insurance Company. The company is headquartered in Kingston, New York and currently employs 101 full-time employees. The firm offers these products through its subsidiary, Kingstone Insurance Company (KICO). KICO is a licensed property and casualty insurance company. The firm operates through property and casualty insurances segment, which offers a range of property and casualty policies to its producers. The firm underwrites its business utilizing the CLUE industry claims database, insurance scoring reports, physical inspection of risks and other individual risk underwriting tools. The company writes homeowners and dwelling fire business in New York City and Long Island. The firm's product lines include personal lines, commercial liability, commercial automobile, livery physical damage and other. Its personal lines consist of homeowners, dwelling fire, renters, equipment breakdown and service line endorsements and personal umbrella policies."
ceo,Mr. Barry Goldstein
sector,Financial Services
country,US
fullTimeEmployees,97
phone,15163747600
address,15 Joys Ln
city,Kingston
state,NEW YORK
zip,12401
dcfDiff,229.55
dcf,9.00655
image,https://financialmodelingprep.com/image-stock/KINS.png
ipoDate,1994-04-11
defaultImage,False
