,0
symbol,RVLV
price,20.11
beta,0.0
volAvg,1723844
mktCap,1397643140
lastDiv,0.0
range,7.17-24.41
changes,-0.9
companyName,Revolve Group Inc
currency,USD
cik,0001746618
isin,US76156B1070
cusip,76156B107
exchange,NYSE
exchangeShortName,NYSE
industry,Internet Retail
website,
description,"Revolve Group, Inc. engages in the retail of next-generation fashion for millenial consumers. The company is headquartered in Cerritos, California and currently employs 1,055 full-time employees. The firm provides an online platform, which offers over 45,000 apparel, footwear, accessories and beauty style products from more than 500 emerging, established and owned brands. The firm offers apparels for both men and women in various categories, which include active wear, denims, intimates, jackets and coats, wedding dresses, jumpsuits, loungewear, pants, rompers, shorts, skirts, sweaters and knits, swimwear and tops. The firm offers varieties of shoes, which include boots, booties, flats, heels, mules, sandals, sneakers and wedges. Its beauty and other accessory products include lipsticks, nail polishes, shampoos, conditioners, dry shampoos, hair styling products, moisturizers, eye care products, hats, sunglasses and eyewears, belts, scarves, backpacks, cluthes, travel bags, rings, bracelets and necklaces."
ceo,Mr. Michael Karanikolas
sector,Consumer Cyclical
country,US
fullTimeEmployees,1088
phone,12062292138
address,12889 Moore St
city,Cerritos
state,CALIFORNIA
zip,90703
dcfDiff,
dcf,20.9418
image,https://financialmodelingprep.com/image-stock/RVLV.jpg
ipoDate,2019-06-07
defaultImage,True
