,0
symbol,GBX
price,31.075
beta,1.53774
volAvg,399215
mktCap,1020008960
lastDiv,1.08
range,12.89-34.77
changes,1.045
companyName,Greenbrier Companies Inc
currency,USD
cik,0000923120
isin,US3936571013
cusip,393657101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Railroads
website,https://www.gbrx.com/
description,"Greenbrier Cos., Inc. engages in the design, manufacture, and marketing of railroad freight car equipment. The company is headquartered in Lake Oswego, Oregon and currently employs 17,100 full-time employees. The firm is a provider of freight railcar wheel services, parts, repair and refurbishment in North America. The company also offers railcar management, regulatory compliance services and leasing services to railroads and related transportation industries in North America. The company operates in three segments: Manufacturing; Wheels, Repairs & Parts, and Leasing & Services. The Manufacturing segment produces double-stack intermodal railcars, tank cars, conventional railcars and marine vessels. The Wheels, Repair & Parts segment performs wheel and axle servicing; railcar repair, refurbishment and maintenance; as well as production of a variety of parts for the railroad industry in North America. Its Leasing & Services segment operates leasing business and provides management services."
ceo,Mr. William Furman
sector,Industrials
country,US
fullTimeEmployees,17100
phone,15036847000
address,1 Centerpointe Dr Ste 200
city,Lake Oswego
state,OREGON
zip,97035
dcfDiff,43.37
dcf,42.2207
image,https://financialmodelingprep.com/image-stock/GBX.jpg
ipoDate,1994-07-14
defaultImage,True
