,0
symbol,APPS
price,35.81
beta,2.15623
volAvg,4706046
mktCap,3176243460
lastDiv,0.0
range,3.48-43.57
changes,0.15
companyName,Digital Turbine Inc
currency,USD
cik,0000317788
isin,US25400W1027
cusip,25400W102
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Software Application
website,http://www.digitalturbine.com/
description,"Digital Turbine, Inc. engages in the innovation of media and mobile communications which helps to deliver an end-to-end platform solution for mobile operators, application developers, device original equipment manufacturers (OEM), and other third parties. The company is headquartered in Austin, Texas and currently employs 158 full-time employees. The firm operates through one operating segment, Advertising. The Advertising segment consists of the Operator and OEM (O&O) business. The O&O business is an advertiser solution for carrier and OEM inventory consisting of services, such as Ignite, a mobile device management platform and Discover, an intelligent application discovery platform."
ceo,Mr. William Stone
sector,Technology
country,US
fullTimeEmployees,207
phone,15123877717
address,111 Nueces St
city,Austin
state,TEXAS
zip,78701
dcfDiff,
dcf,34.4504
image,https://financialmodelingprep.com/image-stock/APPS.png
ipoDate,2006-06-30
defaultImage,False
