,0
symbol,DSS
price,5.03
beta,2.12616
volAvg,2276189
mktCap,29356138
lastDiv,0.0
range,3.69-15.6
changes,-0.02
companyName,Document Security Systems Inc
currency,USD
cik,0000771999
isin,US25614T3095
cusip,25614T309
exchange,NYSE American
exchangeShortName,AMEX
industry,Specialty Business Services
website,http://www.dsssecure.com/
description,"Document Security Systems, Inc. (DSS) is a developer and marketer of secure technologies. The Company specializes in fraud and counterfeit protection for various forms of printed documents and digital information. The Company operates through four segments: DSS Packaging and Printing Group, DSS Plastics Group, DSS Digital Group, and DSS Technology Management. The Company has optical deterrent technologies that provide protection of printed information from unauthorized scanning and copying. It operates over two production facilities, consisting of a combined security printing and packaging facility, and a plastic card facility, where it produces secure and non-secure documents for customers. It licenses anti-counterfeiting technologies to printers and brand-owners."
ceo,Mr. Frank Heuszel
sector,Industrials
country,US
fullTimeEmployees,100
phone,15852321500
address,"200 CANAL VIEW BOULEVARD, SUITE 104"
city,Rochester
state,NEW YORK
zip,14623
dcfDiff,-4.0
dcf,4.09298
image,https://financialmodelingprep.com/image-stock/DSS.png
ipoDate,1993-10-27
defaultImage,False
