,0
symbol,BKU
price,27.41
beta,1.43717
volAvg,1163346
mktCap,2532335870
lastDiv,0.9
range,13.47-37.6
changes,-0.61
companyName,BankUnited Inc
currency,USD
cik,0001504008
isin,US06652K1034
cusip,06652K103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Banks Regional
website,http://www.bankunited.com
description,"BankUnited, Inc. is a holding company, which engages in the provision of commercial and consumer banking services through its subsidiary, BankUnited, N.A.. Its services include corporate banking services, commercial real estate, treasury management, business checking accounts, business online banking solutions, and home mortgages. The company is headquartered in Miami Lakes, Florida and currently employs 1,735 full-time employees. The bank is a national banking association. As of December 31, 2016, the Bank provided a range of banking services to individual and corporate customers through 94 banking centers located in 15 Florida counties and six banking centers in the New York metropolitan area. The Bank also provides a range of traditional banking products and services to both its commercial and retail customers. The firm offers a range of lending products, including small business loans, commercial real estate loans, equipment loans and leases, term loans, formula-based loans, municipal and non-profit loans and leases, commercial and mortgage warehouse lines of credit, letters of credit and consumer loans. The company offers traditional deposit products, including checking accounts, money market deposit accounts, savings accounts and certificates of deposit with a range of terms and rates."
ceo,Mr. Rajinder Singh
sector,Financial Services
country,US
fullTimeEmployees,1493
phone,13055692000
address,14817 Oak Ln
city,Miami Lakes
state,FLORIDA
zip,33016
dcfDiff,-36.2
dcf,27.1342
image,https://financialmodelingprep.com/image-stock/BKU.png
ipoDate,2011-01-28
defaultImage,False
