,0
symbol,VLYPO
price,25.01
beta,1.263912
volAvg,11746
mktCap,3336259070
lastDiv,1.376
range,13.84-27.3
changes,0.08
companyName,Valley National Bancorp
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Banks Regional
website,http://www.valley.com
description,
ceo,Mr. Ira D. Robbins
sector,Financial Services
country,United States
fullTimeEmployees,3174
phone,973-305-8800
address,One Penn Plaza
city,New York
state,NY
zip,10119
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/VLYPO.jpg
ipoDate,
defaultImage,True
