,0
symbol,BOOT
price,37.95
beta,3.17415
volAvg,691729
mktCap,1095498880
lastDiv,0.0
range,8.03-48.11
changes,-1.34
companyName,Boot Barn Holdings Inc
currency,USD
cik,0001610250
isin,US0994061002
cusip,099406100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Apparel Retail
website,http://investor.bootbarn.com/investor-relations/overview/default.aspx
description,"Boot Barn Holdings, Inc. engages in the operation of retail stores of western and work-related footwear, apparel, and accessories. The company is headquartered in Irvine, California and currently employs 1,300 full-time employees. The firm's stores are located in or near neighborhood shopping centers with trade areas of approximately five or more miles, and it has opened stores in malls and outlet center locations. The firm's stores average an area of approximately 11,490 square feet and feature an assortment of brands and styles. The company also carries assortments of denim, western shirts, cowboy hats, belts and belt buckles, western-style jewelry and accessories. The firm's western assortment includes various brands, such as Ariat, Dan Post, Justin, Levi Strauss, Lucchese, Miss Me, Montana Silversmiths, Resistol and Wrangler. Its work assortment includes rugged footwear, outerwear, overalls, denim and shirts. Its other brands include Carhartt, Georgia, Timberland Pro and Wolverine. As of September 12, 2017, the Company operated 218 stores in 31 states."
ceo,Mr. James Conroy
sector,Consumer Cyclical
country,US
fullTimeEmployees,1100
phone,19494534400
address,15345 Barranca Pkwy
city,Irvine
state,CALIFORNIA
zip,92618
dcfDiff,
dcf,34.6207
image,https://financialmodelingprep.com/image-stock/BOOT.jpg
ipoDate,2014-10-30
defaultImage,True
