,0
symbol,SFST
price,30.85
beta,1.04104
volAvg,20393
mktCap,238613648
lastDiv,0.0
range,20.89-44.43
changes,0.76
companyName,Southern First Bancshares Inc
currency,USD
cik,0001090009
isin,US8428731017
cusip,842873101
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.southernfirst.com
description,"Southern First Bancshares, Inc. is a bank holding company, which engages in the provision of banking products and services for small-to medium-sized businesses, professionals, and other individuals. The company is headquartered in Greenville, South Carolina and currently employs 229 full-time employees. The Bank is a commercial bank with approximately nine retail offices located in Greenville, Columbia and Charleston, South Carolina. The Bank is primarily engaged in the business of accepting demand deposits and savings deposits insured by the Federal Deposit Insurance Corporation (the FDIC) and providing commercial, consumer and mortgage loans to the public. In addition to deposit and loan services, the Company offers other bank services, such as Internet banking, cash management services, safe deposit boxes, direct deposit and automatic drafts for various accounts. The Bank offers a range of lending services, including real estate, commercial, and equity-line consumer loans to individuals and small- to medium-sized businesses, and professional firms."
ceo,Mr. R. Arthur Seaver
sector,Financial Services
country,US
fullTimeEmployees,242
phone,18646799000
address,100 Verdae Blvd Ste 100
city,Greenville
state,SOUTH CAROLINA
zip,29607
dcfDiff,-36.71
dcf,43.6346
image,https://financialmodelingprep.com/image-stock/SFST.png
ipoDate,1999-10-26
defaultImage,False
