,0
symbol,CIF
price,2.56
beta,0.7217
volAvg,61535
mktCap,49306112
lastDiv,0.20883999999999997
range,1.41-3.09
changes,-0.03
companyName,MFS Intermediate High Income Fund
currency,USD
cik,
isin,US59318T1097
cusip,59318T109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.mfs.com
description,"MFS Intermediate High Income Fund (the Fund) is a diversified closed-end management investment company. The Fund's investment objective is to seek high current income, but may also consider capital appreciation. The Company invests approximately 80% of its net assets, including borrowings for investment purposes, in high income debt instruments. The Fund invests in high-yield securities rated below investment grade, as well as in foreign securities. The Fund invests in various sectors, which include aerospace, automotive, broadcasting, building, business services, cable television, chemicals, computer software, conglomerates, electronics, energy, entertainment, construction, consumer products, consumer services, containers, machinery and tools, medical and health technology and services, medical equipment, major banks, metals and mining, food and beverages, forest and paper products, and gaming and lodging. The Fund's investment advisor is Massachusetts Financial Services Company."
ceo,
sector,Financial Services
country,US
fullTimeEmployees,
phone,16179545000
address,"111 Huntington Avenue, 24Th Floor"
city,
state,COLOMBIA
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/CIF.png
ipoDate,1988-07-22
defaultImage,False
