,0
symbol,IPG
price,21.25
beta,0.92958
volAvg,4022090
mktCap,8288243700
lastDiv,1.0
range,11.63-25.2
changes,0.77
companyName,Interpublic Group of Companies Inc
currency,USD
cik,0000051644
isin,US4606901001
cusip,460690100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Advertising Agencies
website,https://www.interpublic.com/
description,"Interpublic Group of Cos., Inc. engages in the provision of advertising and marketing services. The company is headquartered in New York City, New York and currently employs 54,000 full-time employees. The firm specializes in consumer advertising, digital marketing, communications planning and media buying, public relations and specialized communications disciplines. The company operates in two segments: Integrated Agency Networks (IAN) and Constituency Management Group (CMG). Its agencies offer customized marketing programs for clients that range in scale from global marketers to regional and local clients. IAN consists of McCann Worldgroup, FCB, MullenLowe Group, IPG Mediabrands, its digital specialist agencies and its domestic integrated agencies. CMG consists of its specialist marketing services offerings. The company has three global networks: McCann Worldgroup, Foote, Cone & Belding and MullenLowe Group, which provide integrated, advertising and marketing solutions for clients. Its global media services companies include UM and Initiative, which operate under the IPG Mediabrands umbrella."
ceo,Mr. Michael Roth
sector,Communication Services
country,US
fullTimeEmployees,54300
phone,12127041200
address,909 3rd Ave
city,New York City
state,NEW YORK
zip,10022
dcfDiff,-22.74
dcf,21.7475
image,https://financialmodelingprep.com/image-stock/IPG.png
ipoDate,1971-08-23
defaultImage,False
