,0
symbol,BKTI
price,3.04
beta,1.44586
volAvg,11644
mktCap,37979936
lastDiv,0.08
range,1.17-3.58
changes,0.02
companyName,BK Technologies Corp
currency,USD
cik,0000002186
isin,US05587G1040
cusip,05587G104
exchange,NYSE American
exchangeShortName,AMEX
industry,Communication Equipment
website,https://www.bktechnologies.com/
description,"BK Technologies Corp. is a holding company, which engages in the provision of two-way radio communications equipment. The company is headquartered in West Melbourne, Florida and currently employs 107 full-time employees. The firm designs, manufactures and markets wireless communications products consisting of two-way land mobile radios, repeaters, base stations, and related components and subsystems. Two-way land mobile radios include units that are hand-held or installed in vehicles (mobile). Its P-25 digital products and analog products operate in the very high frequency (VHF) (136 megahertz-174 megahertz), ultra high frequency (UHF) (380 megahertz-470 megahertz, 450 megahertz-520 megahertz) and 700-800 megahertz bands. Its BK Radio-branded products consist of land-mobile radio equipment for professional radio users in government, public safety and military applications. Its P-25 digital products are marketed under the BK Radio brand, which includes the KNG product line."
ceo,
sector,Technology
country,US
fullTimeEmployees,111
phone,13219841414
address,7100 Technology Dr
city,West Melbourne
state,FLORIDA
zip,
dcfDiff,
dcf,371.034
image,https://financialmodelingprep.com/image-stock/BKTI.png
ipoDate,1980-03-18
defaultImage,False
