,0
symbol,CTAS
price,349.67
beta,1.51668
volAvg,430861
mktCap,36584227000
lastDiv,3.51
range,154.33-368.12
changes,-10.37
companyName,Cintas Corp
currency,USD
cik,0000723254
isin,US1729081059
cusip,172908105
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Specialty Business Services
website,https://www.cintas.com/
description,"Cintas Corp. engages in the provision of corporate identity uniform through rental and sales programs. The company is headquartered in Cincinnati, Ohio and currently employs 45,000 full-time employees. Its segments include uniform rental and facility services, and first aid and safety services. Its uniform rental and facility service segment offers services, which include rental and servicing of uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items. Its first aid and safety service segment offers services, which include first aid and safety products and services. Rental processing plants, rental branches, first aid and safety facilities, fire protection facilities, direct sales offices, distribution centers and manufacturing facilities are all utilized by the businesses included in All Other."
ceo,Mr. Scott Farmer
sector,Industrials
country,US
fullTimeEmployees,45000
phone,15134591200
address,"6800 Cintas Blvd, PO Box 625737"
city,Cincinnati
state,OHIO
zip,45262
dcfDiff,
dcf,340.049
image,https://financialmodelingprep.com/image-stock/CTAS.png
ipoDate,1983-01-01
defaultImage,False
