,0
symbol,ESP
price,18.9001
beta,0.21832
volAvg,3252
mktCap,45409948
lastDiv,1.0
range,15.97-22.99
changes,0.0001
companyName,Espey MFG and Electronics Corp
currency,USD
cik,0000033533
isin,US2966501049
cusip,296650104
exchange,NYSE American
exchangeShortName,AMEX
industry,Electrical Equipment & Parts
website,http://www.espey.com/
description,"Espey Manufacturing & Electronics Corp. engages in the development, design, and production of military equipment. The company is headquartered in Saratoga Springs, New York and currently employs 145 full-time employees. & Electronics Corp. (Espey) is a power electronics design and original equipment manufacturing (OEM) company. The firm is engaged in developing and delivering products for use in military and environment applications. The firm provides power energy conversion and transformer solutions. The firm's products include power supplies, power converters, filters, power transformers, magnetic components, power distribution equipment, uninterruptible power supply (UPS) systems, antennas and power radar systems. Its products are used in various applications, such as alternating current (AC) and direct current (DC) locomotives, airborne power, ground-based radar and ground mobile power. Its services include design and development to specification, build to print, design services, design studies and development of automatic testing equipment. Its capabilities include contract manufacturing; engineering; production; quality control, and test, which includes environmental test."
ceo,Mr. Patrick Enright
sector,Industrials
country,US
fullTimeEmployees,145
phone,15185844100
address,233 Ballston Ave
city,Saratoga Springs
state,NEW YORK
zip,12866
dcfDiff,251.88
dcf,21.3119
image,https://financialmodelingprep.com/image-stock/ESP.jpg
ipoDate,1980-03-17
defaultImage,True
