,0
symbol,STAA
price,79.825
beta,1.37997
volAvg,538687
mktCap,3680714750
lastDiv,0.0
range,23.2-85.63
changes,-2.955
companyName,STAAR Surgical Co
currency,USD
cik,0000718937
isin,US8523123052
cusip,852312305
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Medical Instruments & Supplies
website,http://www.staar.com
description,"STAAR Surgical Co. engages in the development, manufacture, production, marketing, and sale of implantable lenses for the eye and delivery systems used to deliver the lenses into the eye. The company is headquartered in Lake Forest, California and currently employs 475 full-time employees. The company operates in the ophthalmic surgical market segment. Its products are intraocular lenses used in cataract surgery and implantable collamer lenses used in refractive surgery. The company manufactures lenses used in corrective or refractive surgery, and makes lenses for use in surgery that treats cataracts. As of December 29, 2017, the Company sold its products in over 75 countries, with distribution in the United States, Canada, Japan and Spain."
ceo,Ms. Caren Mason
sector,Healthcare
country,US
fullTimeEmployees,550
phone,16263037902
address,25651 Atlantic Ocean Drive
city,Lake Forest
state,CALIFORNIA
zip,92630
dcfDiff,-30.49
dcf,73.7582
image,https://financialmodelingprep.com/image-stock/STAA.png
ipoDate,1983-07-08
defaultImage,False
