,0
symbol,MSVB
price,12.76
beta,0.37708
volAvg,6052
mktCap,42471660
lastDiv,0.1
range,9.71-14.0
changes,-0.04
companyName,Mid-Southern Bancorp Inc
currency,USD
cik,0001734875
isin,US59548Q1076
cusip,59548Q107
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"Mid-Southern Bancorp, Inc. operates through a federally chartered stock savings bank, Mid-Southern Savings Bank, FSB. The Bank’s principal business consists of attracting retail deposits from the general public and investing those funds, along with borrowed funds, in loans secured by first and second mortgages on one-to four-family residences (including home equity loans and lines of credit), commercial and multifamily, consumer and commercial business loans and, to a lesser extent, construction and land loans. It offers a range of consumer loan products, including automobile loans, boat loans, manufactured homes not secured by permanent dwellings and recreational vehicle loans."
ceo,Mr. Alexander G. Babey
sector,Financial Services
country,US
fullTimeEmployees,42
phone,18128832639
address,300 N Water St
city,Salem
state,INDIANA
zip,47167
dcfDiff,
dcf,19.2363
image,https://financialmodelingprep.com/image-stock/MSVB.jpg
ipoDate,2018-07-12
defaultImage,True
