,0
symbol,JE
price,4.9701
beta,1.71493
volAvg,2680623
mktCap,237613520
lastDiv,132.0271
range,4.27-93.72
changes,-0.1599
companyName,Just Energy Group Inc
currency,CAD
cik,0001538789
isin,CA48213W1014
cusip,48213W101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Utilities Diversified
website,https://www.justenergy.com/
description,"Just Energy Group, Inc. engages in the provision of electricity and natural gas commodities, energy efficient solutions, and renewable energy options. The company is headquartered in Mississauga, Ontario and currently employs 1,581 full-time employees. The firm's segments include Consumer Energy and Commercial Energy. The firm operates in the United States, Canada and the United Kingdom, offering a range of energy products, including long-term fixed-price, variable rate and flat bill programs; home energy management services, including smart thermostats and tools to manage energy use at the appliance level, and residential solar panel installations. The company markets under the brands, such as Amigo Energy, GreenStar Energy, Just Solar, Tara Energy and TerraPass."
ceo,Mr. R. Scott Gahn
sector,Utilities
country,CA
fullTimeEmployees,1581
phone,19057954206
address,"100 KING STREET WEST, SUITE 2630"
city,TORONTO
state,ONTARIO
zip,L5T 2E6
dcfDiff,
dcf,5.45417
image,https://financialmodelingprep.com/image-stock/JE.jpg
ipoDate,2001-04-30
defaultImage,True
