,0
symbol,FTK
price,2.47
beta,3.10917
volAvg,473141
mktCap,176127792
lastDiv,0.0
range,0.66-3.09
changes,0.09
companyName,Flotek Industries Inc
currency,USD
cik,0000928054
isin,US3433891021
cusip,343389102
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Equipment & Services
website,http://www.flotekind.com/
description,"Flotek Industries, Inc. is a technology-driven company. The company is headquartered in Houston, Texas and currently employs 273 full-time employees. The firm develops and supplies chemistry and services to the oil and gas industries, and compounds to companies that make cleaning products, cosmetics, food and beverages, and other products that are sold in consumer and industrial markets. The firm operates through two segments: Energy Chemistry Technologies (ECT), and Consumer and Industrial Chemistry Technologies (CICT). The ECT segment designs, develops, manufactures, packages and markets chemistries for use in oil and gas well drilling, cementing, completion and stimulation activities. Its ECT segment's services include Reservoir Characterization, Polymer Conformance and Logistics Management. The CICT segment sources citrus oil domestically and internationally, and processor of citrus oils in the world. The CICT segment designs, develops and manufactures products that are sold to companies in the flavor and fragrance industries and specialty chemical industry."
ceo,Mr. John Gibson
sector,Energy
country,US
fullTimeEmployees,174
phone,17138499911
address,8846 N. SAM HOUSTON PARKWAY W.
city,Houston
state,TEXAS
zip,77064
dcfDiff,-2.91
dcf,4.45191
image,https://financialmodelingprep.com/image-stock/FTK.png
ipoDate,1996-09-10
defaultImage,False
