,0
symbol,ZIONO
price,27.45
beta,1.508833
volAvg,6993
mktCap,0
lastDiv,1.576
range,16.68-29.42
changes,0.32
companyName,"Zions Bancorporation, National Association"
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Banks Regional
website,http://www.zionsbancorporation.com
description,
ceo,Mr. Harris Henry Simmons
sector,Financial Services
country,United States
fullTimeEmployees,9879
phone,801-844-7637
address,One South Main Street
city,Salt Lake City
state,UT
zip,84133-1109
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/ZIONO.jpg
ipoDate,
defaultImage,True
