,0
symbol,STN
price,29.68
beta,0.86234
volAvg,93738
mktCap,3334785540
lastDiv,0.451
range,21.43-33.81
changes,0.47
companyName,Stantec Inc
currency,CAD
cik,0001131383
isin,CA85472N1096
cusip,85472N109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Engineering & Construction
website,https://www.stantec.com/
description,"Stantec, Inc. engages the provision of in general design and architectural solutions. The company is headquartered in Edmonton, Alberta and currently employs 22,000 full-time employees. The firm's operates through four segments Consulting Services-Canada, Consulting Services-United States, Consulting Services-Global and Construction Services. The firm's services include engineering, architecture, interior design, landscape architecture, surveying, environmental sciences, construction services, project management, and project economics, from initial project concept and planning through to design, construction, commissioning, maintenance, decommissioning and remediation. The firm provides professional consulting services in engineering, architecture, interior design, landscape architecture, surveying, environmental services, project management and project economics in the area of infrastructure and facilities, principally under fee-for-service agreements with clients."
ceo,Mr. Gordon Johnston
sector,Industrials
country,CA
fullTimeEmployees,22000
phone,17809177000
address,"400 10220 103 Avenue Nw, Edmonton Alberta T2a 7H8 Canada"
city,Edmonton
state,ALBERTA
zip,T5J 0K4
dcfDiff,
dcf,32.342
image,https://financialmodelingprep.com/image-stock/STN.png
ipoDate,1994-03-30
defaultImage,False
