,0
symbol,GWGH
price,7.5981
beta,-0.15801
volAvg,11440
mktCap,251456848
lastDiv,0.0
range,6.5-10.5
changes,0.2481
companyName,GWG Holdings Inc
currency,USD
cik,0001522690
isin,US36192A1097
cusip,36192A109
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Insurance Life
website,https://gwgh.com/
description,"GWG Holdings, Inc. is a financial services company, which transforms the life insurance industry through disruptive and innovative products and services. The company is headquartered in Minneapolis, Minnesota and currently employs 40 full-time employees. The firm is focused on transforming the life insurance industry through its products and services. The firm has developed a new suite of options for the life insurance secondary market called LifeCare Xchange (LCX). This new capability provides seniors with the exchange value of their life insurance policies they can apply to long-term care and other post-retirement needs. Through its subsidiary GWG Life, LLC, seeks to further transform the industry by applying proprietary M-Panel epigenetic technology to disrupt traditional life insurance underwriting practices."
ceo,Mr. Murray Holland
sector,Financial Services
country,US
fullTimeEmployees,130
phone,18774942388
address,"325 N. ST. PAUL STREET, SUITE 2650"
city,Dallas
state,TEXAS
zip,75201
dcfDiff,-11.51
dcf,11.1252
image,https://financialmodelingprep.com/image-stock/GWGH.png
ipoDate,2014-09-25
defaultImage,False
