,0
symbol,KLXE
price,4.665
beta,0.0
volAvg,118152
mktCap,39192996
lastDiv,0.0
range,2.55-41.65
changes,0.125
companyName,KLX Energy Services Holdings Inc
currency,USD
cik,0001738827
isin,US48253L1061
cusip,48253L106
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Oil & Gas Equipment & Services
website,https://www.klxenergy.com/
description,"KLX Energy Services Holdings, Inc. engages in the provision of completion, intervention and production services and products to onshore oil and gas producing regions. The company is headquartered in Wellington Florida, Florida and currently employs 1,400 full-time employees. The firm operates in three segments determined on a geographic basis: the Southwest Region (the Permian Basin and Eagle Ford Shale), the Rocky Mountains Region (the Bakken formation, Williston, DJ, Uinta and Piceance Basins and Niobrara Shale) and the Northeast Region (the Marcellus and Utica Shales as well as the Mid-Continent STACK and SCOOP and Haynesville). The firm offers a range of differentiated, complementary technical services and related tools and equipment. The firm serve range of companies engaged in the exploration and development of North American onshore conventional and unconventional oil and natural gas reserves."
ceo,Mr. Amin Khoury
sector,Energy
country,US
fullTimeEmployees,1370
phone,15613835100
address,1300 Corporate Center Way
city,Wellington Florida
state,FLORIDA
zip,33414
dcfDiff,
dcf,9.86812
image,https://financialmodelingprep.com/image-stock/KLXE.png
ipoDate,2018-08-29
defaultImage,False
