,0
symbol,AMCR
price,11.55
beta,0.241129
volAvg,6657703
mktCap,18115944400
lastDiv,0.5775
range,5.8-12.4
changes,-0.38
companyName,Amcor PLC
currency,USD
cik,0001748790
isin,JE00BJ1F3079
cusip,G0250X107
exchange,NYSE
exchangeShortName,NYSE
industry,Packaging & Containers
website,https://www.amcor.com/
description,"Amcor Plc operates as a holding company, which engages in the provision of consumer packaging business. The company is headquartered in Bristol, Bristol and currently employs 50,000 full-time employees. The Company’s segments include Flexibles and Rigid Plastics. The firm offers a range of packaging related products and services, including packaging for beverages, food, healthcare, and personal and home care, tobacco and industrial applications. The Flexibles consists of operations that manufacture flexible and film packaging in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care and other industries. The Rigid Plastics consists of operations that manufacture rigid plastic containers for a range of predominantly beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads and personal care item and plastic caps for a variety of applications."
ceo,Mr. Ronald Delia
sector,Consumer Cyclical
country,GB
fullTimeEmployees,50000
phone,441179753200
address,83 Tower Road North
city,BRISTOL
state,BRISTOL
zip,8050
dcfDiff,
dcf,11.5437
image,https://financialmodelingprep.com/image-stock/AMCR.jpg
ipoDate,2019-06-11
defaultImage,True
