,0
symbol,MMT
price,5.94
beta,0.62327
volAvg,129787
mktCap,364328128
lastDiv,0.45174
range,3.72-6.39
changes,-0.01
companyName,MFS Multimarket Income Trust
currency,USD
cik,
isin,US5527371083
cusip,552737108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,
description,"MFS Multimarket Income Trust (the Fund) is a diversified closed-end management investment company. The Fund's investment objective is to seek high current income, but may also consider capital appreciation. The Fund's investment portfolio includes High Yield Corporates, Investment Grade Corporates, Emerging Markets Bonds, Mortgage-Backed Securities, the United States Government Agencies, Commercial Mortgage-Backed Securities, Floating Rate Loans, Collateralized Debt Obligations, Asset-Backed Securities, the Non-United States Government Bonds and the United States Treasury Securities. It invests in various sectors, including aerospace, automotive, broadcasting, building, business services, cable television, chemicals, consumer products, consumer services, containers, electronics, entertainment, financial institutions, food and beverages, and gaming and lodging. The Fund's investment advisor is Massachusetts Financial Services Company."
ceo,
sector,Financial Services
country,US
fullTimeEmployees,
phone,18006372929
address,111 Huntington Ave Fl 24
city,
state,COLOMBIA
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/MMT.jpg
ipoDate,1987-03-05
defaultImage,True
