,0
symbol,BGI
price,0.71
beta,2.77201
volAvg,940953
mktCap,12759339
lastDiv,0.0
range,0.32-1.97
changes,-0.007
companyName,Birks Group Inc
currency,CAD
cik,0001179821
isin,CA09088U1093
cusip,09088U109
exchange,NYSE American
exchangeShortName,AMEX
industry,Luxury Goods
website,https://www.maisonbirks.com/
description,"Birks Group, Inc. engages in the designing of jewelry, timepieces and gift and operates jewelry stores. The company is headquartered in Montreal, Quebec and currently employs 732 full-time employees. The firm operates through two segments: Retail and Other. The firm's Retail segment consists of all its retail operations in the United States and Canada on a combined basis. As of October 23, 2017, the Retail segment operated 28 stores across Canada under the Birks brand, as well as two retail locations in Calgary and Vancouver under the Brinkhaus brand. The firm's Other segment consists primarily of its e-commerce business, gold exchange business, which purchases gold and other precious metals from clients and refines the metals purchased, and wholesale business. The firm's merchandise includes designer jewelry, diamond, gemstone and precious metal jewelry."
ceo, Jean-Christophe Bedos
sector,Consumer Cyclical
country,CA
fullTimeEmployees,732
phone,15143972592
address,"2020 Robert Bourassa, Suite 200"
city,MONTREAL
state,QUEBEC
zip,H3A 2A5
dcfDiff,-1.18
dcf,0.0
image,https://financialmodelingprep.com/image-stock/BGI.png
ipoDate,1998-12-26
defaultImage,False
