,0
symbol,TNET
price,75.26
beta,1.73586
volAvg,265041
mktCap,5014852600
lastDiv,0.0
range,27.79-80.16
changes,1.18
companyName,TriNet Group Inc
currency,USD
cik,0000937098
isin,US8962881079
cusip,896288107
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Staffing & Employment Services
website,https://www.trinet.com/
description,"TriNet Group, Inc. provides human resources solutions including industry solutions to small and mid sized businesses. The company is headquartered in Dublin California, California and currently employs 3,100 full-time employees. The firm's HR solutions include services, such as multi-state payroll processing and tax administration, employee benefits programs, including health insurance and retirement plans, workers' compensation insurance and claims management, employment and benefit law compliance, and other services. The firm provides an HR technology platform with online and mobile tools that allow its clients and their worksite employees (WSEs) to store, view and manage their HR-related information and conduct a range of HR-related transactions anytime and anywhere. The firm's HR products and solutions include capabilities, such as technology platform, HR expertise, benefits and compliance. The firm's clients are distributed across a range of industries, including technology, life sciences, financial services, property management, retail, manufacturing and hospitality."
ceo,Mr. Burton Goldfield
sector,Industrials
country,US
fullTimeEmployees,2900
phone,15103525000
address,1 Park Pl Ste 600
city,Dublin California
state,CALIFORNIA
zip,94568
dcfDiff,-38.53
dcf,72.89
image,https://financialmodelingprep.com/image-stock/TNET.png
ipoDate,2014-03-27
defaultImage,False
