,0
symbol,IFF
price,112.978
beta,0.93024
volAvg,1080720
mktCap,12081023000
lastDiv,3.02
range,92.14-143.87
changes,3.1075
companyName,International Flavors & Fragrances Inc
currency,USD
cik,0000051253
isin,US4595061015
cusip,459506101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Chemicals
website,https://www.iff.com/
description,"International Flavors & Fragrances, Inc. engages in the manufacture and supply of flavors and fragrances used in the food, beverage, personal care, and household products. The company is headquartered in New York City, New York and currently employs 13,000 full-time employees. The company operates through three segments: Taste, Frutarom and Scent. Taste is comprised of Flavor Compounds which are sold to the food and beverage industries for use in consumer products, such as prepared foods, beverages, dairy, food and sweet products. Frutarom segment creates and manufactures a naturals-focused suite of flavor compounds, functional foods and specialty fine ingredients. Scent segment is comprised of Fragrance Compounds, which are used by its customers in two broad categories: Fine Fragrances and Consumer Fragrances; Fragrance Ingredients, which consists of synthetic and natural ingredients that can be combined with other materials to create fragrance and consumer compounds; and Cosmetic Active Ingredients, consisting of active and functional ingredients, botanicals and delivery systems."
ceo,Mr. Andreas Fibig
sector,Basic Materials
country,US
fullTimeEmployees,13600
phone,12127655500
address,521 W 57TH ST
city,New York City
state,NEW YORK
zip,10019
dcfDiff,-33.58
dcf,115.806
image,https://financialmodelingprep.com/image-stock/IFF.jpg
ipoDate,1964-03-02
defaultImage,True
