,0
symbol,MFNC
price,12.25
beta,0.82001
volAvg,13398
mktCap,129036600
lastDiv,0.56
range,6.52-17.75
changes,0.25
companyName,Mackinac Financial Corp
currency,USD
cik,0000036506
isin,US5545711096
cusip,554571109
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"Mackinac Financial Corp. is a bank holding company, which engages in the provision of commercial banking services through its subsidiary, mBank. The company is headquartered in Manistique, Michigan and currently employs 294 full-time employees. The Company, through the Bank, is engaged in the general commercial banking business. The Bank provides a range of loan and deposit products. These banking services include customary retail and commercial banking services, including checking and savings accounts, time deposits, interest bearing transaction accounts, safe deposit facilities, real estate mortgage lending, commercial lending, commercial and governmental lease financing, and direct and indirect consumer financing. The funds for the Bank's operation are also provided by brokered deposits and through borrowings from the Federal Home Loan Bank (FHLB) system, proceeds from the sale of loans and mortgage-backed and other securities, funds from repayment of outstanding loans and earnings from operations. The Bank has over 13 branch offices located in the Upper Peninsula of Michigan and four branch offices located in Michigan's Lower Peninsula."
ceo,Mr. Paul Tobias
sector,Financial Services
country,US
fullTimeEmployees,314
phone,19063418401
address,"130 S Cedar St, PO Box 369"
city,Manistique
state,MICHIGAN
zip,49854
dcfDiff,-15.69
dcf,15.3988
image,https://financialmodelingprep.com/image-stock/MFNC.jpg
ipoDate,2000-02-29
defaultImage,True
