,0
symbol,PSEC
price,5.125
beta,0.98821
volAvg,1419901
mktCap,1950539140
lastDiv,0.7200000000000002
range,3.68-6.75
changes,0.035
companyName,Prospect Capital Corp
currency,USD
cik,0001287032
isin,US74348T1025
cusip,74348T102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Asset Management
website,https://ww2.prospectstreet.com/
description,"Prospect Capital Corporation is a financial services company. The Company primarily lends to and invests in middle market privately held companies. The Company is a closed-end investment company. Its investment objective is to generate both current income and long-term capital appreciation through debt and equity investments. The Company invests primarily in senior and subordinated debt and equity of private companies in need of capital for acquisitions, divestitures, growth, development, recapitalizations and other purposes. The Company makes investments, including lending in private equity sponsored transactions, lending directly to companies not owned by private equity firms, control investments in corporate operating companies, control investments in financial companies, investments in structured credit, real estate investments, investments in syndicated debt, aircraft leasing and online lending. The Company is managed by its investment advisor, Prospect Capital Management L.P."
ceo,Mr. John Barry
sector,Financial Services
country,US
fullTimeEmployees,
phone,12124480702
address,10 E 40th St Fl 44
city,New York City
state,NEW YORK
zip,10016
dcfDiff,-14.13
dcf,5.17564
image,https://financialmodelingprep.com/image-stock/PSEC.jpg
ipoDate,2004-07-27
defaultImage,True
