,0
symbol,CNTG
price,11.27
beta,0.0
volAvg,139669
mktCap,246376864
lastDiv,0.0
range,7.8-28.711
changes,-0.49
companyName,Centogene NV
currency,EUR
cik,0001757097
isin,NL0014040206
cusip,N1976T109
exchange,NasdaqGM
exchangeShortName,NASDAQ
industry,Diagnostics & Research
website,https://www.centogene.com/
description,"Centogene NV is a commercial-stage company. The company focuses on transforming clinical, genetic and biochemical data into medical solutions for patients, physicians and pharmaceutical companies. The firm provides the full spectrum of methods and technology for human genetics analysis. The company develops a rare disease platform based on its real-world data repository with over 2.0 billion weighted data points from over 450,000 patients representing around 115 different, which includes epidemiologic, phenotypic and genetic data that reflects a global population, as well as a biobank of patients’ blood samples. In addition, it is active in the research and development products for human genetics. The firm operates in Germany and the United States."
ceo,Prof. Arndt Rolfs
sector,Healthcare
country,DE
fullTimeEmployees,442
phone,4930213000325
address,Am Strande 7
city,Rostock
state,MECKLENBURG-VORPOMMERN
zip,18055
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/CNTG.jpg
ipoDate,
defaultImage,True
