,0
symbol,SRACU
price,11.3399
beta,0.0
volAvg,7973
mktCap,0
lastDiv,0.0
range,9.3-12.375
changes,0.3499
companyName,Stable Road Acquisition Corp.
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Shell Companies
website,http://www.stableroadcapital.com
description,
ceo,Mr. Brian M. Kabot
sector,Financial Services
country,United States
fullTimeEmployees,
phone,883 478 2253
address,1345 Abbot Kinney Boulevard
city,Venice
state,CA
zip,90291
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/SRACU.jpg
ipoDate,
defaultImage,True
