,0
symbol,CGO
price,12.8
beta,1.34417
volAvg,33667
mktCap,112847872
lastDiv,1.2
range,6.22-13.73
changes,-0.26
companyName,Calamos Global Total Return Fund
currency,USD
cik,
isin,US1281181065
cusip,128118106
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Asset Management
website,https://www.calamos.com/funds/closed-end/global-total-return-cgo/
description,"Calamos Global Total Return Fund (the Fund) is a diversified, closed-end management investment company. The Fund's investment strategy is to provide total return through a combination of capital appreciation and current income. The Fund invests in a diversified portfolio of global equities, convertible securities and high-yield securities. The Fund holds investments in various sectors, such as information technology, consumer discretionary, consumer staples, financials, healthcare, industrials, energy, telecommunication services, real estate, materials and utilities. The Fund may invest up to 100% of its managed assets in securities of foreign issuers, including debt and equity securities of corporate issuers and debt securities of government issuers, in developed and emerging markets. Under normal circumstances, the Fund will invest at least 30% of its managed assets in securities of foreign issuers. Calamos Advisors LLC is the investment advisor of the Fund."
ceo,John P. Calamos
sector,Financial Services
country,US
fullTimeEmployees,
phone,16302451046
address,2020 Calamos Ct
city,Naperville
state,ILLINOIS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/CGO.png
ipoDate,2005-10-28
defaultImage,False
