,0
symbol,NINE
price,1.63
beta,24.680079
volAvg,232890
mktCap,51445408
lastDiv,0.0
range,0.38-10.65
changes,0.04
companyName,Nine Energy Service Inc
currency,USD
cik,0001532286
isin,US65441V1017
cusip,65441V101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Equipment & Services
website,https://nineenergyservice.com/
description,"Nine Energy Service, Inc. operates as an oilfield services company, which engages in the provision of completion solutions. The company is headquartered in Houston, Texas and currently employs 2,261 full-time employees. The firm operates through its Completion Solutions segment. The Completion Solutions segment provides services integral to the completion of unconventional wells through a full range of tools and methodologies. Through its Completion Solutions segment, the Company provides cementing services, a portfolio of completion tools, wireline services and coiled tubing services. Cementing services consists of blending cement and water with various solid and liquid additives to create a cement slurry that is pumped between the casing and the wellbore of the well. Its portfolio of completion tools includes those that provide pinpoint frac sleeve system technologies as well as a portfolio of completion technologies used for completing the toe stage of a horizontal well and fully-composite, dissolvable, and extended range frac plugs to isolate stages during plug and perf operations."
ceo,Ms. Ann Fox
sector,Energy
country,US
fullTimeEmployees,1469
phone,17132277888
address,2001 Kirby Dr Ste 200
city,Houston
state,TEXAS
zip,77019
dcfDiff,
dcf,4.30281
image,https://financialmodelingprep.com/image-stock/NINE.png
ipoDate,2018-01-19
defaultImage,False
