,0
symbol,AP
price,4.09
beta,1.45546
volAvg,127769
mktCap,74882584
lastDiv,0.0
range,1.94-5.23
changes,0.04
companyName,Ampco-Pittsburgh Corp
currency,USD
cik,0000006176
isin,US0320371034
cusip,032037103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Metal Fabrication
website,http://www.ampcopittsburgh.com/
description,"Ampco-Pittsburgh Corp. engages in the manufacture and sale of custom designed engineering products. The company is headquartered in Carnegie, Pennsylvania and currently employs 1,922 full-time employees. The firm operates through two segments: the Forged and Cast Engineered Products segment, and the Air and Liquid Processing segment. The Forged and Cast Engineered Products segment consists of Union Electric Steel Corporation (Union Electric Steel or UES) and Union Electric Steel UK Limited (UES-UK). The Air and Liquid Processing segment includes Aerofin, Buffalo Air Handling and Buffalo Pumps, all divisions of Air & Liquid Systems Corporation (Air and Liquid), a subsidiary of the Company. Union Electric Steel produces ingot and forged products that service a range of industries across the globe. UES-UK produces cast rolls for hot and cold strip mills, medium/heavy section mills and plate mills in a range of iron and steel qualities."
ceo,Mr. J. Brett McBrayer
sector,Industrials
country,US
fullTimeEmployees,1673
phone,14124564400
address,726 Bell Ave Ste 301
city,Carnegie
state,PENNSYLVANIA
zip,15106
dcfDiff,
dcf,4.97281
image,https://financialmodelingprep.com/image-stock/AP.jpg
ipoDate,1980-03-17
defaultImage,True
