,0
symbol,SVT
price,8.5581
beta,1.09559
volAvg,2253
mktCap,21199268
lastDiv,0.16
range,5.4-11.33
changes,0.0
companyName,Servotronics Inc
currency,USD
cik,0000089140
isin,US8177321002
cusip,817732100
exchange,NYSE American
exchangeShortName,AMEX
industry,Electrical Equipment & Parts
website,http://www.servotronics.com/
description,"Servotronics, Inc. engages in the design, development, and manufacture of components, systems and sub-systems. The company is headquartered in Elma, New York and currently employs 231 full-time employees. The firm's segments include Advanced Technology Group (ATG) and Consumer Products Group (CPG). ATG's operations involve the design, manufacture and marketing of servo-control components, which include torque motors, control valves and actuators, among others for government, commercial and industrial applications. CPG's operations involve the design, manufacture and marketing of a range of cutlery products, such as steak, carving, bread, butcher and paring knives for household use and for use in restaurants, institutions and private industry, as well as equipment and gear, including fixed and folding knives for hunting, fishing and camping. The firm sells knives and tools to the United States Government, related agencies and allied foreign governments."
ceo,Mr. Kenneth D. Trbovich
sector,Industrials
country,US
fullTimeEmployees,369
phone,17166335990
address,1110 Maple Rd
city,Elma
state,NEW YORK
zip,14059
dcfDiff,49.92
dcf,9.03038
image,https://financialmodelingprep.com/image-stock/SVT.png
ipoDate,1981-11-03
defaultImage,False
