,0
symbol,SOJC
price,26.8812
beta,0.091921
volAvg,26252
mktCap,26867060700
lastDiv,0.992
range,19.33-27.39
changes,-0.0188
companyName,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,
website,
description,
ceo,None
sector,
country,
fullTimeEmployees,
phone,
address,
city,
state,
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/SOJC.jpg
ipoDate,
defaultImage,True
