,0
symbol,BMCH
price,44.07
beta,1.77464
volAvg,887787
mktCap,2965029630
lastDiv,0.0
range,13.38-48.04
changes,-0.7
companyName,BMC Stock Holdings Inc
currency,USD
cik,0001574815
isin,US05591B1098
cusip,05591B109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Building Products & Equipment
website,https://ir.buildwithbmc.com/
description,"BMC Stock Holdings, Inc. engages in the provision of diversified building products and services in the U.S. residential construction market. The company is headquartered in Raleigh, North Carolina and currently employs 9,500 full-time employees. The firm's segments include Mid-Atlantic, Southeast, Texas, Intermountain, Western and Mountain West divisions. Its product offerings include lumber and lumber sheet goods and an array of products, including millwork, doors, windows, structural components, floor and roof trusses and wall panels. Its whole-house framing solution is Ready-Frame. The company also offers its customers services, such as design, product specification, installation and installation management. The company manufactures floor trusses, roof trusses, wall panels, stairs, specialty millwork, windows and pre-hung doors. The company also provides a range of installation services and special order products. The firm groups its building products and services into four product categories: structural components; lumber & lumber sheet goods; millwork, doors & windows, and other building products & services."
ceo,Mr. David Flitman
sector,Industrials
country,US
fullTimeEmployees,10200
phone,19194311000
address,"4800 FALLS OF NEUSE RD, SUITE 400"
city,Raleigh
state,NORTH CAROLINA
zip,27617
dcfDiff,-17.89
dcf,45.0779
image,https://financialmodelingprep.com/image-stock/BMCH.jpg
ipoDate,2013-08-09
defaultImage,True
