,0
symbol,PBFX
price,8.33
beta,1.64364
volAvg,211538
mktCap,519383840
lastDiv,1.94
range,3.06-21.78
changes,-0.2
companyName,PBF Logistics LP
currency,USD
cik,0001582568
isin,US69318Q1040
cusip,69318Q104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Midstream
website,http://www.pbflogistics.com
description,"PBF Logistics LP owns, leases, operates, develops and acquires crude oil and refined petroleum products terminals, pipelines, storage facilities, and similar logistics assets. The company is headquartered in Parsippany, New Jersey and currently employs 1,735 full-time employees. The firm operates through two segments: Transportation and Terminaling, and Storage. The Transportation and Terminaling segment consists of various assets, including Delaware City Rail Unloading Terminal (DCR Rail Terminal), Toledo Truck Unloading Terminal (Toledo Truck Terminal), Delaware City West Heavy Unloading Rack (the DCR West Rack), East Coast Terminals and Torrance Valley Pipeline. The Storage Segment includes the Toledo Storage Facility, excluding the propane truck loading facility. The storage facility at its Toledo Storage Facility consisted of 30 tanks for storing crude oil, refined products and intermediates, as of December 31, 2016. PBF Logistics GP LLC (PBF GP) is its general partner. PBF GP is owned by PBF Energy Company LLC (PBF LLC)."
ceo,Mr. Thomas Nimbley
sector,Energy
country,US
fullTimeEmployees,92
phone,19734557500
address,1 Sylvan Way Fl 2
city,Parsippany
state,NEW JERSEY
zip,07054
dcfDiff,1659.91
dcf,9.09686
image,https://financialmodelingprep.com/image-stock/PBFX.jpg
ipoDate,2014-05-09
defaultImage,True
