,0
symbol,BDL
price,16.995
beta,1.02809
volAvg,1890
mktCap,31587758
lastDiv,0.3
range,8.5-23.2
changes,0.005
companyName,Flanigan's Enterprises Inc
currency,USD
cik,0000012040
isin,US3385171059
cusip,338517105
exchange,NYSE American
exchangeShortName,AMEX
industry,Restaurants
website,http://www.flanigans.net/
description,"Flanigan's Enterprises, Inc. operates as a chain of small cocktail lounges and package liquor stores. The company is headquartered in Fort Lauderdale, Florida and currently employs 1,085 full-time employees. The firm operates through two segments: the restaurant segment and the package liquor store segment. The operation of package stores consists of retail liquor sales and related items. The firm's restaurants offer alcoholic beverages and full food service. The firm operates its package liquor stores and restaurants under two service marks: Big Daddy's Liquors and Flanigan's Seafood Bar and Grill. As of October 1, 2016, it operated 25 units consisting of restaurants, package liquor stores and combination restaurants/package liquor stores, and franchised an additional five units. The company also owns an adult entertainment club. As of October 1, 2016, the Company owned and operated 10 restaurants under its service mark, Flanigan's Seafood Bar and Grill. As of October 1, 2016, the Company owned and operated nine package liquor stores in the South Florida area."
ceo,Mr. James Flanigan
sector,Consumer Cyclical
country,US
fullTimeEmployees,1085
phone,19543771961
address,5059 N.E. 18TH AVENUE
city,Fort Lauderdale
state,FLORIDA
zip,33334
dcfDiff,4120.51
dcf,24.0559
image,https://financialmodelingprep.com/image-stock/BDL.png
ipoDate,1980-03-17
defaultImage,False
